ID,English,Others,
junsahomedone1b,什么？你是我的头号粉丝？以这种方式见面有点不好意思。嗯……我们在为新电影排练。谢谢你驱除了我家的鬼魂。凉子明天会给你钱的。嗯……能别拍了吗？,"What? You are my biggest fan. See Ryoko, there are fans for my work. Now don’t give me ‘dung’ that my movies don’t bring any crowd. Thanks for catching the ghost by the way.",
junsahomedone1,増夫，这次别射进我的小穴里。我觉得这次骗不了我老公了。,There will be questline in Magic Ring where I will be having a baby with Masuo. It doesn’t appear in this game as Ryoko is taking care of her.,
junsahomedone2,嗯……我们才学了一个小时，増夫就表现得好像我们从早上做到现在似的。我只好休息一下让他做。,Masuo might be dumb in every other thing but he excels at ‘copulating’ someone brains out. That’s why I agreed to Ryoko’s terms.,
junsahomedone3,你朋友受伤了。凉子说她会帮忙，但不知为什么她要先看我们做爱。那女孩……我不知道她为什么那么喜欢看我跟他做爱。有时候觉得她在为某事惩罚我。,Don’t worry about your friend. She will not be fucked in this game. If you want sex animations with her questline in Magic Ring.,
junsahomedone4,哦……不用担心那些隔间。租金不会从你的契约金里扣。増夫从店里搬来的，这样你抓鬼的时候我们也能做。对你来说也很方便对吧？,You will not be charged for those booths. I asked Masuo to bring them so he can fuck my butt in there while you are busy dealing with ghosts.,
ririname,松冢女士：,Ms. Matsuzaka :,
detname,赤发男：,Ihciat :,
camname,黑发男：,Ousam :,
ririhomeintro1,——嘿，不带这样的兄弟！轮到我操她了。你不能等等你的……搞什么？什么时候卧室里装了面镜子？,"@3-Come on bro, it was my turn to fuck her. Get the… what the fuck! When did we get a mirror and why am I dressed up so well?",
ririhomeintro2,——那不是镜子你个白痴。有人来了。喂，你他妈在这干嘛？想找麻烦？,@2-That’s not a miror you fucking idiot. Someone is actually standing here. Hey you! Get the fuck out of here.,
ririhomeintro3,——别紧张……他是……呃……送披萨的。我给我们点了披萨。哦，你少了我们订单里几样东西。你也看到了，我现在有点忙。请看看墙上的纸条确认完整订单。,@1-Relax… that’s a pizza boy. Hey… go check the note taped in my kitchen.,
ririhome1,——嘿嘿……我真是天才。插进她另一个洞就不用等轮到我了。之前怎么没想到。比另一个洞紧多了。,@2-Well she got more than one hole so I don’t have to wait for my turn. Besides it’s much tighter that her other hole.,
ririhome2,——你拿到剩下的东西了吗？请确认一下墙上的清单。拿齐那些东西会有帮助的。,@1-Did you got my pendrive and a dark mirror?,
ririhome2a,——哦，你拿了薯条啊。好！你能把车里的照阴镜给我吗？我一直想在公寓里放一面。我付你300金币。,@1-Good job! You got the pendrive. Now drop a dark mirror in the kitchen and leave.,
ririhome2b,——你拿到镜子了！太谢谢了！等这俩完事我就看看。请走吧。别惹怒诺萨姆。,@1-Drop that mirror in the kitchen and leave. Come back tomorrow and talk to me.,
ririhome3,——嘿，你抽动得太多了。别忘了老师说的。别射进她洞里。那样我们就没法继续享乐了。,"@2-Hey, you cock is twitching a lot. Don’t cum inside her or we will not be able to fuck her later like our boss said.",
ririhome4,——我们的披萨呢？我好饿但不能停下来操她。要不是大哥在操她，我就带她去餐桌边吃边操了。,@3-Where’s our pizza? I need some energy to keep fucking this lady.,
ririhome5,——嘿，你别跟任何人说这里发生的事。我已经杀了一个威胁要揭发我们的送餐员。想活命就闭嘴！,@2-Don’t tell anyone about it or I’ll kill you.,
ririhomehelpintro1,——太感谢你了！那几个家伙一直不停地操我。他们是我过去一年追踪的罪犯。我在调查他们时被抓住了，抢走了存有重要信息的U盘。多亏了你我才拿回来。希望你没拷贝。对了，这是你的300金币。,@1-Thank you very much! I was enjoying sex but I would do it with someone who are not criminals. I hope you didn’t make copy of my spicy photos to sell them on the interent. By the way here’s 300 coins for your trouble.,
ririhomehelpintro2,——因为那些混蛋我错过了屁股村的祭典。嗯……你长得有点像那个赤发男。不知道你有没有他那么大的鸡巴。那么大的鸡巴插进屁股就像亲身参加了祭典一样。有兴趣跟一个经验丰富的女人来一发吗？你有！太好了！,@1-I missed festival at Oshiri village because of those bastards. Hmm… you look like that red-head boy. I think you will have cock as big as him. Well if you and that other guy fuck me I will feel like being at the festival.,
ririhomenotfucked,——明天再来吧。现在我想先写完报告。要把所有东西传到博客上。,@1-Come back tomorrow. Right now I want to write a blog about those crooks.,
ririhomeofferpussy,——哦，太一！真抱歉我太累了动不了。増夫来操了我的屁股，但你想用前面的话请便。来吧……我……呼噜噜……,"@1-Oh, Taichi! I'm so sorry but I'm too tired to move. Masuo was here to fuck my ass but you can use my pussy if you want. Go ahead… I… zzzzzzz…..",
ririhomeofferass,——哦，太一！真抱歉我太累了动不了。我今晚约了増夫来操前面，所以你只能用后面了。我要……呼噜噜……,"@1-Oh, Taichi! I'm so sorry but I'm too tired to move. I invited Masuo tonight to fuck my pussy so you will have to do with my ass. I’m gonna… zzzzzz…..",
ririasleep,——嗯……呼噜噜…………呼噜噜…………,@1-Hmmm.... zzzzzzzzzzzz...... zzzzzzzzzzzzzzzzz............,
tedreportermiss1,什么！松冢女士失踪了。小时候我超迷她。每天早上起床就为了看她的天气预报，后来她转做犯罪报道了。听说她在追踪城里的连环杀人案时失踪了。,What! Ms. Matsuzaka is missing. When I was a kid I used to have huge crush on her. I wake up every morning to watch her weather report until she moved to covering criminal cases. I heard she was tracking down murders happening it this city when she disappeared.,
tedreportermiss2,那些混蛋在用性勒索松冢女士。虽然我不再暗恋她了，但应该帮帮她。,Those bastards are blackmailing Ms. Matsuzaka for sex. Even though I no longer have crush on her I should help her.,
tedreportermiss3,我找到了松冢女士说的那个U盘。现在她不用担心那些不雅照了。给她之前我拷贝了一份。嗯……我得说，她现在还是那么性感。那些混蛋操了她好几个月。要是哪天她求我操她就好了。嘿嘿……,"I found that USB stick Ms. Matsuzaka was talking about. Now she don't have to worry about her lewd photos. I made a copy of it before giving it to her. Hmm.. I must say, she still looks hot. Those lucky bastards fucked her for months. It would be wonderful if one day she asks me to fuck her. Hehe...",
tedreportermiss4,我的愿望实现了。松冢女士疯狂想跟我做爱。我要跟增夫炫耀一下。那混蛋也暗恋过她。,My wish has come true. Ms. Matsuzaka is crazy for me to have sex with me. I can brag this to Ken. That bastard had crush on her too.,
junsafamlyphoto,纯纱夫人的全家福。她是个漂亮女孩。不知道《暗涌》接下来会发生什么。,Family of Ms. Sakurai. She is a pretty girl. I wonder what’s gonna happen next in Underflow.,
specialhidespot,这个是给主人用的。她躲在里面。我得说……她真好心把这些租出来让我轻松躲避鬼魂。嗯……看起来他们在做年糕。这家伙锤得这么好，年糕肯定是最棒的。,It’s special cabin that shows different actions instead of what really happening in there. I’m seeing them making rice cake so my best guess is they are fucking in there.,
tedelfcosplay,嗯……这身cos服看起来很贵。什么鬼……她左大腿附近裤子破了。一定是鬼干的。希望她不会怪我。,Hmm... this cosplay looks expensive. What the... her pants are torn around the left thigh. A ghost must have done it. I hope she doesn't blame me for it.,
tedryokohitlist,我试图理解这些但一点都看不懂。我只认识两个女孩。这个女孩有点古怪。,Masuo’s girlfriends set by Ryoko in every timeline. Once you get rid of Lady Merusa you will be presented with option to pick a girlfriend to live with.,
tedoldadventureimage,哇！她是个可爱的精灵战士。我不记得在任何奇幻节目里看过。也许是新出的。从这张图来看，另一个精灵好像在为那个男孩治疗手臂收报酬。,"Whoaa! She is a cute warrior elf. I don't recall watching it in any of the fantasy show. Maybe it's from an upcoming one. Judging by this picture, it seem the other elf is getting her fees for treating that boy's arm.",
tedjunsarewardtalk,对，她是第一个在猜拳节目中被颜射100次的女性，因此获奖了。她的节目很无聊，因为总是以屁股被操烂收尾。她的粉丝愿意花几百万买这张照片。,"Yeah, she was awarded for being first women to get 100 cumshots in Janken game show. Her episodes were boring because it always ended up with her getting her ass railed. Her fans would give millions to buy this photo of her.",
irenenobellhelp,太一，亲爱的！恐怕在这儿我帮不了你。看来这屋主用了铃铛护身符来防怪物猎人。你不摘掉那个铃铛我进不去。,"Taichi, I’m afraid of the metal balls hanging in this place. You are on your own.",
junsafamlyphoto2,我就知道这地方不一样。在这个现实里我和増夫都娶了辣妹为妻。他家人真多。,"Family relation from left to right. Blazing daughter, hot mother, chill father, warm daughter and hot(maybe) aunt.",
ryokootherworld1,什么！你怎么会在这里？靠！一定是城里的电网出了问题。呃……我们在拍电影。别跟别人说你在这看到的。我不想网上流传任何泄露。,"So you splashed water on the power grid in the city. Well, welcome to a reality I created where Masuo married Junsa. I would have left him alone but he is earning 30 million coins per year for being an eye candy to his boss. I can get 50% of that just for being along side with him.",
ryokootherworld2,你抓完鬼了吧？怎么还不走？你在打扰我工作。,Well you will find a few animation here. One with Len and other Reiko blackmailing Masuo. That one have been used in Hailey’s adventure before.,
ryokootherworld3,你能把城里的电网打开吗？我想肯定是有人往上面泼水了。我明明立了牌子不让泼水，结果还是有人干了。,If you want to work at Sakurai house again then turn the power grid in the city on.,
ryokootherworld4,什么？你想要像我这样的腹肌？嗯……吃胡萝卜……大量的胡萝卜加上充分锻炼。很快就能练出来。,"If you want abs like mine, ask CB to draw you some.",
lizname,蓮：,Len :,
lizwifetalk0,来吧亲爱的！我们来……咦？我是谁？是你老婆蓮啊，笨蛋。哦……一定是因为我换了发型。你喜欢吗？哦……我好爱你……*亲亲*呃……来看看那个烦我老板的蠢鬼藏哪儿了。,"Come on honey! Let's do thi... Huh? Who am I? It’s your wife Len, you idiot. Oh... it must be because I have got my hairs done. Do you like it? Oh... I love you so much.. *smooch* Uhh... let's see where's idiot ghost is hiding who is troubling my boss.",
lizwifetalk1,亲爱的！你说15分钟就完事的。増夫夫人在餐桌等我们呢。快点收尾。换身好看的衣服。,Honey! You said we will be done in 15 minutes. Mrs. Karasuyama is waiting for us at the dinner table. Wrap this up quickly. And change into something nice.,
lizwifetalk2,我记得老板一年前也是猎鬼人。不知道他怎么说服你干这个的，但他自己都忘了以前做过这行。,I remember boss was a ghost hunter a year ago. I don’t know how he convinced you to become one but he himself forgot that he was doing it in the past.,@NEW
lizwifetalk3,妈妈几分钟前打电话来。说我们家诚的纸尿裤用完了。去超市买点吧。应该还能开30分钟。咦？诚是谁？（敲太一头……）先生，你连自己儿子名字都忘了？你今晚太奇怪了。有那么一瞬间你甚至忘了我的存在。,"Mom called me a few minutes ago. She said we are out of diapers for Touma. Let's buy some from the supermarket. It should be still open for next 30 minutes. Huh? Who's Touma? (Hits Taichi on head...) Mister, you forget about your own son's name? You are acting strange tonight. For a moment you even forget about me.",
lizwifetalk4,你驱鬼的时候干嘛关摄像机？肯定没那么可怕吧。我虽然不是专业猎鬼人，但从小到大见过不少恐怖的生物。,Why the heck do you turn off the camera when you are about to banish the ghost? I'm sure it can't be that scary. I'm may not be an expert ghost hunter but I have seen many terrifying creatures since my childhood.,
lizwifetalk5,有你这样的丈夫我好幸福。自从诚出生后你一直努力工作。我的老板纯纱说这个月给我加薪。,"I’m so happy to have a husband like you. You are working hard since Touma born. My boss Mrs. Sakurai, says she will give me a raise this month.",@NEW
lizwifetalk6,太一，我有件事憋了好久想告诉你。我觉得费雪夫人和増夫先生之间有问题。他们单独在房间里拍照时，我听到了她的呻吟。别跟任何人说。可能是我搞错了。,You know Taichi. Mrs. Fuyutsuki bought an expensive house a week ago. But she began working last year. I think she is sleeping with Mr. Karasuyama who have been buying her those expensive stuff. Her cloths are always messy when she leave Mr. Karasuyama’s room.,@NEW
lizwifetalk7,觉得冷？什么？北方现在是大夏天最热的时候。（打喷嚏……）,Feeling cold? What's that? Up in the north it's the hottest day in summer. (Sneezes...),@NEW
lizwifetalk8,你想让我穿成这样去宴会？你今晚脑子真是撞坏了。你没发现我穿了什么吗……我什么都没穿。我不想同事们拿我跟费雪夫人比。,Do you want me to go the feast like this? You have hit your head really hard tonight. In case you haven't notice anything wrong with my outfit... I'm wearing absolutely nothing. I don’t want my colleagues to compare to Mrs. Fuyutsuki.,@NEW
lizwifefuck1,嘎……啊……我后悔答应过你什么时候想做都不拒绝了。虽然这样让你远离了班上那些荡妇，但我的屁股在为此付出代价。,Gahh.... Ahhh.... I regret promising to never say no to you whenever you wanted sex. Well it kept you away from those sluts in our class but my ass hole is paying the price.,
lizwifefuck2,别来了！我知道我得经常鞠躬向老板道歉，但不需要这么深入的练习。,Stop it! I know I'm gonna be bowing down to beg for forgiveness from my boss a lot but I don't need an extensive practice session like this.,
lizwifefuck3,嘿，什么意思？我以为你在教我怎么好好道歉，不是操我屁股。至少让我脱了衣服。你会弄坏我宴会穿的衣服的。,"Hey, what's the big idea? I thought you were going to teach me how to apologize properly not fuck my ass. At least let me take my cloths off. You will ruin it for the feast.",
lizwifefuck4,快点射出来。宴会要迟到了。如果我们不准时到场，你今晚就别想上我的床。,"Hurry up and cum already. We are getting late for feast. If we fail to show up there on time, you will not get to fuck me for two days.",
lizwifewelcome,嗯，亲爱的……,"Yes, my love...",
lizbyebye,快点啊甜心……,Hurry up now sweetie...,
lizbuyitems,快说！你想买什么。,Quick! Tell me what you need to buy.,
elderwander1,别插手我的工作人类。我得找到并消灭美露莎大人的伴侣，不能让他们联合。,Don’t meddle in my work. I gotta kill ringman before he fucks Lady Merusa.,
elderwander2,你躲在哪里？上次你朋友出手救了你，这次你没那么走运了。,Where the fuck are you ringman? You can’t just fuck my sister and run away. You have to try fuck me too.,
elderwander3,去找我妹妹人类。她才是对跟人类交配感兴趣的。我有重要的事需要全神贯注。,Go fuck my sister. I only want ringman’s cock.,
elderwander4,嗯，有什么东西在把我往这个方向拉。会不会是戒指男？我得亲自去看看。,I found him. He is hiding in this place.,
elderwander5,戒指男不在这……不知道为什么我对这盏灯很感兴趣。有哪里不对劲。,(Sniffing…)I could smell his cum here but he is not here… I don’t know why I feel like keep watching this lamp. If someone use a special rope on me I will not even notice it.,
elderwander6,啊！你这愚蠢的人类！你做了什么？为什么我控制不了自己的能力？这样下去我会耗尽所有能量变虚弱的。,Ahh… you stupid human! Sorry I have to act like I’m in distress to fool my parents. I’m actually happy that I get fucked by ringman just like my sis. Now leave the room so he can spawn here.,
drblightname,布莱特博士：,Dr. Blight :,
drblightthanks,非常感谢！我马上开始研究。有发现的话我会告诉你。,Thank you very much! I will begin my research right away. I will let you know if I find something.,
docwelcom0,有意思……你怎么找到这里的？我看得出你是猎鬼人。这意味着你会被鬼魂附身的阴病所困扰。如果你中了阴病就来找我。我会给你特制的药，当然要收点钱。,Interesting... how did you find this place? I can tell you are ghost hunter. Meaning you are vulnerable to blight afflicted by ghosts. If you ever find yourself affected by one visit me. I will give you my special medicine for some money.,
docwelcom1,啊……欢迎！我正等着你来呢。你帮我找到了无人机零件并重新组装，我感激不尽。我看你中了阴病。作为你保护我无人机的回报，我给你最优惠的药价。,Ahhhh... welcome! I was expecting your arrival. I'm utmost grateful to your for finding my drone's parts and putting them together back again. I see you are suffering from a blight. In return for keeping my drone safe I will offer you my finest medicines at discounted price.,
docwelcom11,啊……欢迎！我正等着你来呢。你帮我找到了无人机零件并重新组装，我感激不尽。我看你以前中过阴病。作为你保护我无人机的回报，我给你最优惠的药价。,Ahhhh... welcome! I was expecting your arrival. I'm utmost grateful to your for finding my drone's parts and putting them together back again. I see you suffered from a blight before. In return for keeping my drone safe I will offer you my finest medicines at discounted price.,
docwelcom2,哦……你找到了我的无人机还收留在你家里。太感谢你的慷慨了。作为回报我给你药费打折。,Ohh... you have found my drone and sheltered it in your house. My utmost thanks for your generosity. In return I will grant you discount for my medicines.,
docwelcom3,嘿！你来我的巢穴做什么人类？你怎么知道这个暗门的？嗯……我看你中了阴病，我治疗阴病已经很多年了。我可以原价卖药给你。,Huh! What are you doing in my lair human? How do you know about this secret door? Hmm.... I see you are suffering from a blight and I have been curing such blights for many years. I can offer you my medicines at price.,
docwelcom4,哦……晚上好先生！有什么可以帮忙的？,Oh.. good evening sir! How can I help you?,
docnoneedcure,我检查了你的身体，没有发现阴病的痕迹。你不需要任何药物。,I have assessed your body and I do not find any traces of blights. You don't need any medicines.,
docboughtcure,你的阴病治好了。有需要随时来找我。,Your blight is cured. Let me know if I could be of some help again.,
docbgoodbye,走吧。我还有事要做。,Be on your way now. I have some work to do.,
blightdollplowtalk,哦……没看到你在那。抱歉，我现在很忙。你知道我不能离开研究室，所以我用无人机偷精液。别担心！不是当药引，是给我的大锅当燃料。,"Oh... I didn’t see you there. Sorry, I’m busy right now. You know I can’t step outside my research lab so I use my drone to steal cum. Don’t worry! It’s not used as an ingredient but fuel for my cauldron.",
docnomoney,这个药的原料很贵的。那个价格我卖不了。,Ingredients for this is medicines are quite expensive you know. I can’t sell it for that price.,
fakesuccubi,不行……我控制不了我的欲望了。好像有人在背着我寻欢作乐。,No... I can’t control my urges any longer. Someone seems to be having fun without me.,
cabinismessy,（嗅嗅……）等等……他们不是在做年糕……该死！我用这个躲起来吧。,(Sniffing....) Wait... they were not making rice cakes.... Damn it! I better use this one to hide.,
elderthundname,罗丝桑德拉：,Rosthundra :,
namereiko,露丝：,Reiko :,
reikoblackmailintro1,——你真可爱，増夫先生。刚才还在摸我的屁股，现在就想溜走。太过分了！,@1-You are so cute Mr. Raven. Just a moment ago you were groping my butt and now you are trying to get away from me. How cruel!,
reikoblackmailintro2,——露丝小姐，你穿着我老婆的衣服，天又黑我没认出是你。拜托，停下，我不能跟你做。我爱我老婆。,@2-You dumb cunt! There are camera all over my house. If I act like I want to fuck you my wife will be suspicious and find out my other sexual escapades. I have to act like you are forcing me into this.,
reikoblackmailintro3,——我知道，但你可以分一点爱给我。就做一会儿。能帮你摆脱对葵的迷恋。听说你得靠她来满足操大学生的幻想，我很难过。,@1-Oh… there’s still one thing I want to ask you. How can you fuck Angela? She is your fucking daughter you creep. I must now help you get rid of your attraction towards her.,
reikoblackmailintro4,——你在说什么啊露丝小姐！她是我女儿。我知道葵有时候粘人了点，但我怎么可能对亲生女儿做那种事。你怎么会有这种恶心的想法？我……罗宾！你什么时候来的？,"@2-Who the fuck told you that? Those two are not us. You can clearly see he is looking way young and Angela looks a bit different. You will learn more about it while playing Magic Ring. Hey, Mr. Shiratori what are you doing here? Don’t you wanna attend the feast?",
reikoblackmailintro5,——别装了増夫先生！但我不骑上你的鸡巴绝不罢休……天哪！罗宾先生不是你想的那样！嗯……你想当制药部主管吗？如果你对这个房间里发生的事视而不见，我可以跟妈妈说让她安排。,@1-Oh shit! Did you hear everything Mr. Shiratori? Well do you want Mrs. Ishida’s position. Well if you turn a blind eye to this I can arrange that.,
reikoblackmailintro6,——你答应了！明智的选择，罗宾先生。现在増夫先生，你只有两个选择。要么跟我做爱，要么我告诉你老婆你趁我们独处时勾引我。我知道她会选择相信丈夫但我妈妈可不会对你手软。她会炒了你们两个毁了你们的人生。想想你的家人吧，増夫先生。,@1-You agree! Wisely done Mr. Shiratori. Now Mr. Karasuyama and I can fuck all we want. Do you want me to act like Mrs. Karasuyama or myself.,
reikoblackmailintro7,——好！我听办公室的几位女士说你还没跟老婆试过肛交。那我就做第一个跟你试的女人。今晚我会做个好妻子的，嘿嘿……,"@1-Oh, you want it like you are not with your wife. Well I heard from ladies in the office that you and your wife never tried anal. Well let’s do that.",
reikoblackmail1,——知道你从没跟葵上过床我就放心了。我想她给我看的照片是假的。真是个大骗子！不过跟她说的不同，我现在真的在跟你做爱。她知道了一定气死，嘿嘿……,@1-So the Angela we see is actually daughter of Junsa and Mr. Sakurai in real timeline. No wonder she looked a bit different.,
reikoblackmail2,——罗宾先生，如果你去我们的公司聚会，能告诉増夫夫人她丈夫在帮我学习吗？嗯……确保葵不在附近。只有她才会明白这里到底发生了什么。,@1-Mr. Shiratori don’t you have a function to attend instead of watching her having sex? When you go there just keep an eye on anyone from Mr. Karausyama’s family and let me know if anyone of them are coming back here.,
reikoblackmail3,——増夫先生你对我太粗暴了吧。不过……我很享受。我想把第一次留到你接受我做你女朋友的时候。,"@1-Yeah, fuck me harder Mr. Karasuyama. Fuck me like you fuck Mrs. Fuyutsuki and Mrs. Ishida.",
reikoblackmail4,——早知道你有这种企图我就不让你进卧室偷纯纱的衣服了。希望纯纱永远不会发现。她会伤心的。该死你的脏屁股！我要狠狠操你。管你是不是我上司的女儿。,@2-You don’t have to tell me that bitch. I have fucked your mom’s huge ass to you know. Why do you think she promote me to vice president in just a month after I began working at her company. I wonder how she will feel after knowing I’m banging her daughter too.,
reikoblackmail5,——増夫先生，听说妈妈下周派你和你老婆出差。我会找借口跟你们一起去。你老婆喝酒吗？我让妈妈弄点进口酒来。一杯就够她睡着了。等増夫夫人睡着了，我今晚就做你的老婆。我们要疯狂做爱。,@1-I heard you and your wife are going on business trip next week. We will get your wife drunk and fuck all night next to her hehe…,
ginagamingintro01,——（倒吸一口气……）你怎么进来的？増夫你又忘了锁门？,@3-How the fuck you get in? Masuo… did you forgot to lock the door again?,
ginagamingintro02,——进来的时候我忙着掰开你的腿。我以为你会关门。别担心！我们经常在公共场合做。没什么好担心的。,@4-My hands were busy holding your legs wide open. How the fuck was I suppose to close the door? I thought you will do it.,
ginagamingintro03,——这孩子知道我直播时其实不是在玩游戏了。你怎么这么无所谓？嘿，你就是海洋雇的那个猎鬼人吧？请别跟任何人说我们的秘密。你跟我们说话时我给你我们收入的25%。我是韦恩夫人，这是我邻居増夫。,@3-Well now this boy will now tell every that I’m having sex with you. I can’t have my image ruin like this. Hey kid… I will pay you 25% of what we are earning if you keep your mouth shut.,
ginagamingintro1,——哦，糟了！増夫，精神病院那孩子知道我们的秘密了。请别告诉别人我直播时不是在真玩游戏。你答应不说我就给你我们收入的25%。,@1-Fuck! You found out about our little secret. Well then I’ll pay you 25% of the money we earn if you keep your mouth shut.,
ginagamingtalk0a,——好的，増夫和我已经赚了,"@1-Okay, Masuo and I’ve earned ",
ginagamingtalk0b,，你会拿到25%。也就是说我们要付你, until now and you will get 25% of that. That mean we have to pay you ,
ginagamingtalk0c,金币。, coins.,
ginagamingtalk1,——韦恩夫人和我以前猎过很多鬼。我想她有一条从我朋友留美亚那里借来的内裤。我不觉得她会借给你，但如果你见到她可以试试。,@2-Mrs. Wayne used to have an underwear that makes us like a ghost. You can’t have it since that mechanic was only there for Ringman game.,
ginagamingtalk2,——我累死了增酱！感觉像连续跑了几个小时没休息。让我歇会儿吧。,@1-Fuck! It feels like I’m in an sex orgy with hundreds of people just like the old day. You better not stop pounding me Masuo.,
ginagamingtalk31,——哈！增酱，有人刚捐了,"@1-Hah! Ma-kun, someone just donated ",
ginagamingtalk32,分钱。加上这个我们的打赏总共, pennies. With that our donations sits at ,
ginagamingtalk33,金币。今晚差不多了吧。, coins. I hope we get more.,
ginagamingtalk51,——什么……嘿，韦恩夫人你看这条评论。有人从直播开始数了我插你的次数。说我插了,@2-What the fuck! Look at this comment. Someone counted how many times I’ve shove my cock inside you tonight. I thrust it in ,
ginagamingtalk52,次。也就是说你今天吃了, times. That means you took ,
ginagamingtalk53,厘米的鸡巴。破个人纪录了对吧？哈哈……, of dick today. That's a personal best isn't it? Haha....,
ginagamingtalk54,——哇！超过一万公里的插入。我都能插到马里亚纳海沟了。,@2-Wow! Over 10000 km of penetration. I would have reached Mariana trench at this point.,
ginagamingtalk4,——拜托韦恩夫人。你不能再忍忍吗。我还没满足呢。至少再射十次才觉得今晚真的操了你。,"@2-Come one Mrs. Yamada, I’m tired of railing your you. I wanna fuck some other chick now.",
ginagamingtalk61,——嗯，你刚才说什么？抱歉我操韦恩夫人甜美的小穴时就失神了。被她的小穴吸住鸡巴的感觉太销魂了。,@2-There’s not point talking to me right now. I need to keep track of how many times I came inside her. Once it reaches 10 I’m out of here.,
ginagamingtalk62,——嘿，我操韦恩夫人屁股的时候别跟我说话。我想享受她深处的每一寸。她一直夹得紧紧的，让我感觉每次操她屁股都像第一次。,@2-Well at least her ass is tight as fuck. And I don’t have to worry about pulling getting her pregnant.,
ginagamingtalk7,——幸好增酱终于放弃猎鬼了。以前那行很危险的。我出于担心才当了他的助手。,@1-I’m so sad Masuo gave up on ghost hunting. I used to ride his cock on our way to a contract you know.,
ginastuckgame,他们在VideoTube上直播做爱。嗯……光是做爱就赚这么多钱。也许我也该跟月子试试。,The game is stuck. I shouldn’t tell them as people are only here for sex.,
ginagamingtalk81,——我手机响了。我想是我前助手朋。我现在真的不想停下操韦恩夫人。嘿，你是桃子姐姐的弟弟吧？我知道朋想操她所有朋友的弟弟。我想你能让她忙起来。你愿意帮忙就看看我手机里的见面地点。密码是5951。,@2-My phone rang. I think it’s that bastard Kunio’s sis Tomo. She has been blackmailing me by threatening to send our sex video to my sister. Hmm… you are in her fuck list too. If I send you in my place perhaps she will stop blackmailing me. Check my phone. The code is 5951.,
ginagamingtalk82,——如果你代替我做她的小白脸我会很高兴。比起她我更想操韦恩夫人。她可能年纪大了，但小穴是最棒的。看看我手机里朋在哪见面。密码是5951。,@2-Haven’t you met Tomo yet? I’m bored of fucking her slutty pussy and want you to be my replacement. Check my phone to know where to fuck her. Code is 5951.,
ginagamingtalk83,——谢谢！这样她就不会勒索我了。不能让我姐姐知道我跟她睡过。她会难过的。对了，桃子也不会高兴的，但那是你的问题了，嘿嘿……,"@2-Well, I know your sister doesn’t like her too but she is your problem now.",
ginagamingtalk91,——嘿，你能帮个忙吗？蓮应该下班了。你能叫她来拿吗？我自己去但増夫一分钟都不肯停。她住101号公寓。,@1-Can you help me with something? Go to apartment 101 and call that girl Len to get her dinner from my apartment. I would do it myself but it will get covered with Masuo’s cum and she will not eat I.t,
ginagamingtalk92,——蓮的公寓号是101。她应该在看电视。,@1-Len’s apartment number is 101. She must pleasuring herself to a zombie movie.,
ginagamingtalk93,——蓮是你的大粉丝。每次我请她来吃饭她都在聊你。,@1-Len is your biggest fan. She talks about you all the time whenever I invite her over dinner.,
salesladyintro1,——那个电饭锅怎么坏的？是我亲自通过质检的。不可能那样坏掉。韦恩夫人一定是不小心摔了什么的。,"@2-Remember.. If you cum before me or that counter reaches zero, Mrs. Yamada have to pay full price for that rice cooker. There are no exception it’s our company policy.",
salesladyintro2,——啧！啧！你是韦恩夫人啊！韦恩夫人是星梅轩的厨师，不是厨具公司的销售。争论电饭锅怎么坏的没有意义。重要的是为坏掉的产品向客户道歉。哦，韦恩夫人太一来了……,@1-That’s not fair! You began sucking my cock way before starting that timer. On top of that you are making me pound your ass. How the fuck am I suppose to win if you rig it this much?,
salesladywork1,——韦恩夫人你这金发造型真好看。你应该时不时染一下。操这么紧的屁股让我觉得自己在管教不良少女。,@1-With how much my cock is working hard Mrs. Yamada better cook rice with heavenly taste in that rice cooker. Well at least I’m fucking a hot lady instead of her.,
salesladywork2,——你是个聪明的孩子，找到了公司政策的漏洞来操我的屁股。大多数人发现道歉服务员工不能成为性伴侣后就不再往下看了。,@2-Hmm.. you are smart kid. You manage to convince our manager to let you pay in another way. How about you work at my store? My colleagues could use a sturdy cock like yours when they get frustrated because of some customer. You will be paid well and get to fuck hot ladies like me.,
salesladywork3,——太一，你的摄像头关了吧？她们公司的政策规定不能录我跟她们员工的互动。既然我认识你，她们会指控我叫朋友来录我跟……韦恩夫人的培训。,@1-I’ve seen all the chicks in your store. If I get to fuck all of them all the time there’s no need to pay me. Better than railing Mrs. Yamada old ass.,
salesladywork4,——哦呜……被这么粗暴地操屁股好酸。计数器还没归零吗？这样下去屁股都要被你操烂了。,@2-I’m glad your girlfriend is quite understanding. It’s not fair to keep such good cock to herself. She should share it with the world as often as she can.,
salesladydone1,——好了，计数器归零了。我不用再一直叫你韦恩夫人了。我没听清你的名字。算了不重要。让我操你的翘臀就够了。话说你今晚不急吧？想不想接着操前面？,@1-The counter has reached zero but... you are so fucking tight that I don't feel like pulling out just yet. How about we see who cums first. If I don't fuck you Mrs. Yamada will nag me to come to her restaurant and fuck her.,
salesladydone2,——我知道计数器归零了你也不会停。所以我看到归零了也没说什么。嗯……前面确实很舒服，今天也不是危险期，所以你可以多操一会儿。,@2-I don't understand why you don't like to have sex with her. It's not like she isn't attractive so it makes me wonder. What makes you not fuck her like you fuck other ladies.,
